"trope","word","loglikelihood","totalTropeDialogue"
"True Companions","trial",5.16341553741317,374
"True Companions","tall",5.16341553741317,374
"Noble Top Enforcer","where",5.16331893252212,20
"Iaijutsu Practitioner","look",5.16329760679903,28
"Token Heroic Orc","with",5.1630663615148,112
"Cozy Voice for Catastrophes","ah",5.16296749228838,82
"The Cameo","More",5.16278212183126,361
"Sword and Fist","can",5.16274994165097,51
"Secret A.I. Moves","can",5.16274994165097,51
"Death Glare","woman",5.16255918605696,94
"Throw the Dog a Bone","woman",5.16255918605696,94
"Demonic Possession","squall",5.16244194718312,179
"Demonic Possession","yoursefl",5.16244194718312,179
"Voice for the Voiceless","dragon",5.16242838499482,146
"There Is No Kill Like Overkill","destroy",5.16242838499482,146
"Manchild","dragon",5.16242838499482,146
"Manchild","savior",5.16242838499482,146
"Rousing Speech","close",5.16240140382722,119
"Those Two Guys","turn",5.16240140382722,119
"Dual Wielding","doth",5.16237548453925,420
"Dual Wielding","rite",5.16237548453925,420
"Dual Wielding","combat",5.16237548453925,420
"Dual Wielding","proclaim",5.16237548453925,420
"Dual Wielding","victor",5.16237548453925,420
"Dual Wielding","blade",5.16237548453925,420
"Sympathy for the Devil","pride",5.1620242284168,502
"Villain with Good Publicity","unrewarded",5.16178870124822,176
"Asshole Victim","guest",5.16171181109286,208
"Locked Out of the Loop","wide",5.16171079953368,290
"Fallen Princess","forth",5.161653795498,43
"Honor Before Reason","yyyyyyyaaaaaahhhhhh",5.16148645574604,349
"Honor Before Reason","present",5.16148645574604,349
"No True Scotsman","stomach",5.1612241518288,63
"Recurring Extra","help",5.1612241518288,63
"Sinister Scimitar","stomach",5.1612241518288,63
"Classy Cane","indeed",5.1612241518288,63
"Last of His Kind","take",5.16120698921754,175
"Sad Clown","your",5.16092920860425,72
"Beneath the Mask","blame",5.160590987962,327
"Healing Hands","refuge",5.16023579879103,317
"Healing Hands","slum",5.16023579879103,317
"Dragon Ascendant","in.",5.16010693328579,277
"Only Known by Their Nickname","good",5.16004687897198,167
"The Chosen One","up",5.15971752746268,110
"Chainsaw-Grip BFG","still",5.15961698665266,29
"Morally Ambiguous Doctorate","still",5.15961698665266,29
"Talkative Loon","still",5.15961698665266,29
"Rolling Attack","begin",5.15954675848953,20
"The Drifter","begin",5.15954675848953,20
"Emotion Suppression","begin",5.15954675848953,20
"Muggle–Mage Romance","begin",5.15954675848953,20
"Past Experience Nightmare","begin",5.15954675848953,20
"Shoo the Dog","begin",5.15954675848953,20
"Train Job","begin",5.15954675848953,20
"You All Meet in an Inn","begin",5.15954675848953,20
"Laser-Guided Karma","gawp",5.15952178991269,217
"Laser-Guided Karma","whine",5.15952178991269,217
"Laser-Guided Karma","underfed",5.15952178991269,217
"Laser-Guided Karma","dog",5.15952178991269,217
"Laser-Guided Karma","People",5.15952178991269,217
"Laser-Guided Karma","lot",5.15952178991269,217
"Shut Up, Hannibal!","hmm",5.15952178991269,217
"The Power of Hate","eye",5.15948604228969,79
"Super-Soldier","lifestream",5.15948604228969,79
"Nightmare Fetishist","triumph",5.15947076864944,122
"Ax-Crazy","history",5.15936254062096,558
"Rat Stomp","over",5.15918065576867,16
"Martial Arts Staff","over",5.15918065576867,16
"Not in the Face!","over",5.15918065576867,16
"The Paralyzer","over",5.15918065576867,16
"Improbable Weapon User","lend",5.1590979042892,237
"Touched by Vorlons","very",5.15906242629103,25
"Fusion Dance","seat",5.1590423556214,261
"Gollum Made Me Do It","thing",5.1590411630346,33
"Mook–Face Turn","thing",5.1590411630346,33
"HP to One","bring",5.15898320379568,55
"Early-Installment Weirdness","permit",5.15880381049911,125
"Passive-Aggressive Kombat","wayward",5.15870473165812,165
"Passive-Aggressive Kombat","happiness",5.15870473165812,165
"Real Men Wear Pink","not",5.15869608267147,97
"Evil Brit","your",5.15846333368717,29
"Rerouted from Heaven","recently",5.15844513461755,275
"Rerouted from Heaven","money",5.15844513461755,275
"The Big Guy","new",5.15806907983819,180
"You Don't Look Like You","much",5.15803522075989,116
"Casanova Wannabe","time",5.15775399814528,118
"Anti-Villain","unholy",5.15775298078713,421
"Anti-Villain","clothe",5.15775298078713,421
"Anti-Villain","invincible",5.15775298078713,421
"Anti-Villain","pierce",5.15775298078713,421
"Anti-Villain","thorough",5.15775298078713,421
"The Gunslinger","wind",5.15775298078713,421
"Knightly Sword and Shield","five",5.15733510136302,308
"Unrequited Love Lasts Forever","wish",5.15720236388826,52
"Knight, Knave, and Squire","these",5.15710423006842,18
"Badges and Dog Tags","these",5.15710423006842,18
"Jerk with a Heart of Gold","whoa",5.15676726234645,897
"Morton's Fork","ground",5.15646819182841,118
"Cold-Blooded Torture","consider",5.15640193238665,107
"Adaptation Personality Change","feeling",5.15627738493481,46
"Can't Hold His Liquor","an",5.15623062528107,94
"Power Floats","wax",5.15618954145226,193
"Power Floats","reclaim",5.15618954145226,193
"Power Floats","calling",5.15618954145226,193
"Power Floats","futile",5.15618954145226,193
"Gender Flip","every",5.15617019878306,51
"Tin Tyrant","full",5.15573670720135,73
"Know When to Fold 'Em","eager",5.15573670720135,73
"The Dreaded","your",5.15571096401024,329
"My Greatest Second Chance","foot",5.15569511378809,243
"Decoy Protagonist","PROPN",5.15559343033928,176
"Walking Spoiler","past",5.15558554741155,728
"Villain's Dying Grace","final",5.15526922002508,72
"Card-Carrying Villain","maiden",5.15502107957381,291
"Card-Carrying Villain","flight",5.15502107957381,291
"Card-Carrying Villain","perform",5.15502107957381,291
"Card-Carrying Villain","lord",5.15502107957381,291
"Card-Carrying Villain","damage",5.15502107957381,291
"Card-Carrying Villain","nation",5.15502107957381,291
"Card-Carrying Villain","repel",5.15502107957381,291
"You Are Worth Hell","support",5.15495882126699,83
"Strong Family Resemblance","before",5.15477664738491,320
"Big Bad","defeat",5.15477326980075,410
"Divided We Fall","reliant",5.15461807999174,106
"Divided We Fall","mankind",5.15461807999174,106
"Divided We Fall","ourselves",5.15461807999174,106
"Divided We Fall","determine",5.15461807999174,106
"Buxom Beauty Standard","yourself",5.15453811863164,64
"Even the Girls Want Her","alive",5.15453811863164,64
"Deadly Upgrade","the",5.15423503754558,62
"Odd Friendship","wager",5.15411485123459,318
"Odd Friendship","hearted",5.15411485123459,318
"Odd Friendship","swing",5.15411485123459,318
"Odd Friendship","shoulder",5.15411485123459,318
"Odd Friendship","axe",5.15411485123459,318
"Odd Friendship","saunter",5.15411485123459,318
"Odd Friendship","satisfied",5.15411485123459,318
"Odd Friendship","dance",5.15411485123459,318
"Mercy Kill","shore",5.15395982551432,390
"Non-Standard Character Design","pay",5.15388677890124,98
"The Cuckoolander Was Right","safe",5.15384947221928,40
"Mighty Glacier","hell",5.15375475418465,113
"Animals Hate Him","would",5.15362273858658,59
"Fallen Princess","light",5.15355979135293,43
"Parental Neglect","he",5.15351693074012,149
"Glory Seeker","he",5.15344414287202,60
"Being Good Sucks","fate",5.15339311068815,35
"Hypercompetent Sidekick","truly",5.15322314651698,339
"You Fool!","fool",5.15294321348962,137
"Punch-Clock Villain","further",5.15290849850793,151
"Person of Mass Destruction","true",5.15283506299274,33
"Secret-Keeper","piece",5.15248387982616,171
"Eye Beams","craft",5.15248387982616,171
"Redemption Equals Death","foe",5.15239236003022,209
"Neutral No Longer","mortal",5.15239236003022,209
"Master Swordsman","foe",5.15239236003022,209
"Four Is Death","shelter",5.15218136500401,104
"Four Is Death","accompany",5.15218136500401,104
"Four Is Death","race",5.15218136500401,104
"Impaled with Extreme Prejudice","recognize",5.15204438157862,363
"Impaled with Extreme Prejudice","vast",5.15204438157862,363
"Wouldn't Hurt a Child","await",5.15183659787678,92
"Brought Down to Badass","wing",5.1518161642721,100
"Cool Helmet","prepare",5.15161960635674,67
"Then Let Me Be Evil","prepare",5.15161960635674,67
"World's Best Warrior","rise",5.15156487845922,163
"Dragon-in-Chief","across",5.15152704098882,103
"Arm Cannon","less",5.15152704098882,103
"Navel-Deep Neckline","quest",5.15133753477812,300
"Grumpy Old Man","agree",5.15100491922783,124
"Knight Templar","likely",5.15091633649502,238
"Knight Templar","lend",5.15091633649502,238
"Doesn't Trust Those Guys","there",5.15082960463131,11
"Genius Bruiser","sure",5.15082838160748,510
"Long-Haired Pretty Boy","unrewarded",5.15078021414974,177
"Idiot Hero","courage",5.15066125238918,149
"Large and in Charge","heraldeth",5.15065497522408,190
"Large and in Charge","coming",5.15065497522408,190
"Square Race, Round Class","be",5.15009510661117,146
"Hopeless Suitor","be",5.15009510661117,146
"Token Heroic Orc","ring",5.14990991551557,112
"The Immune","in.",5.14956663254734,159
"Detrimental Determination","single",5.14941383966421,86
"Promoted to Love Interest","let",5.14923879496829,10
"Bad Boss","hm",5.14898305782718,391
"Bad Boss","secretary",5.14898305782718,391
"Jerkass Has a Point","clan",5.14893175214452,560
"Cute Bruiser","PROPN",5.14876836858593,25
"The Bad Guy Wins","feel",5.14874751697973,568
"The Dreaded","fervent",5.14874123693618,329
"The Dreaded","sodden",5.14874123693618,329
"The Dreaded","log",5.14874123693618,329
"Rōnin","word",5.14871959586274,29
"Beard of Sorrow","word",5.14871959586274,29
"Redemption Earns Life","word",5.14871959586274,29
"Betty and Veronica","next.",5.14865101044111,55
"Terms of Endangerment","next.",5.14865101044111,55
"Left-Handed Mirror","bear",5.14862490920342,65
"Number Two","record",5.14843537649466,628
"Number Two","prosperous",5.14843537649466,628
"Number Two","state",5.14843537649466,628
"Number Two","decade",5.14843537649466,628
"Number Two","rank",5.14843537649466,628
"Number Two","defense",5.14843537649466,628
"What the Hell, Hero?","thing",5.14840277524779,651
"The Fatalist","perhaps",5.14833963139768,31
"Won the War, Lost the Peace","perhaps",5.14833963139768,31
"Casting Gag","perhaps",5.14833963139768,31
"The Load","eh",5.14817799374725,93
"No Historical Figures Were Harmed","during",5.14817799374725,93
"Sympathy for the Devil","their",5.14807503456729,502
"Parental Substitute","strike",5.14802472583542,829
"Broken Pedestal","shadow",5.14802214158645,233
"Old Soldier","ruin",5.14788807682887,377
"Let's Get Dangerous!","exactly",5.14755077572935,82
"Second Love","exactly",5.14755077572935,82
"Damage-Sponge Boss","defeat",5.14744152446253,52
"The Fog of Ages","defeat",5.14744152446253,52
"The Straight and Arrow Path","watch",5.14744152446253,52
"Foregone Conclusion","master",5.14737902786254,76
"Magically Inept Fighter","become",5.14737902786254,76
"Voice of the Legion","measure",5.14717711754963,156
"Big Bad Duumvirate","measure",5.14717711754963,156
"Heads I Win, Tails You Lose","measure",5.14717711754963,156
"Sore Loser","on",5.14715560040134,131
"Freudian Excuse","after",5.1471504307269,282
"Teeth-Clenched Teamwork","I",5.14709122592683,214
"Evil Has a Bad Sense of Humor","lose",5.14683116136361,35
"Obviously Evil","persist",5.14677874396357,461
"Screw This, I'm Outta Here","More",5.14669832129239,364
"With Great Power Comes Great Insanity","mayhap",5.1464471556396,111
"Arranged Marriage","maybe",5.14625755810352,181
"Amnesiac Hero","up",5.14623218312837,14
"The Determinator","up",5.14623218312837,14
"Character Tic","both",5.14614374169128,120
"You Are in Command Now","late",5.14610098921507,214
"A Child Shall Lead Them","regret",5.14610098921507,214
"A Child Shall Lead Them","worm",5.14610098921507,214
"A Child Shall Lead Them","befall",5.14610098921507,214
"A Child Shall Lead Them","making",5.14610098921507,214
"A Child Shall Lead Them","defiance",5.14610098921507,214
"A Child Shall Lead Them","heaven",5.14610098921507,214
"A Child Shall Lead Them","bequeath",5.14610098921507,214
"A Child Shall Lead Them","benevolent",5.14610098921507,214
"A Child Shall Lead Them","freedom",5.14610098921507,214
"A Child Shall Lead Them","paradise",5.14610098921507,214
"A Child Shall Lead Them","alike",5.14610098921507,214
"A Child Shall Lead Them","purity",5.14610098921507,214
"A Child Shall Lead Them","X..3",5.14610098921507,214
"A Child Shall Lead Them","reject",5.14610098921507,214
"A Child Shall Lead Them","proffered",5.14610098921507,214
"A Child Shall Lead Them","against",5.14610098921507,214
"A Child Shall Lead Them","ti",5.14610098921507,214
"A Child Shall Lead Them","respond",5.14610098921507,214
"A Child Shall Lead Them","lesson",5.14610098921507,214
"A Child Shall Lead Them","inherit",5.14610098921507,214
"Heads I Win, Tails You Lose","our",5.14579909732856,156
"Cool Old Guy","restore",5.14566247933308,988
"Cool Old Guy","advise",5.14566247933308,988
"Cool Old Guy","stationmaster",5.14566247933308,988
"Cool Old Guy","empty",5.14566247933308,988
"Cool Old Guy","solitude",5.14566247933308,988
"Cool Old Guy","twelve",5.14566247933308,988
"Cool Old Guy","plenty",5.14566247933308,988
"Cool Old Guy","sweat",5.14566247933308,988
"Cool Old Guy","brow",5.14566247933308,988
"Cool Old Guy","grandeur",5.14566247933308,988
"Cool Old Guy","majesty",5.14566247933308,988
"Cool Old Guy","railway",5.14566247933308,988
"Cool Old Guy","noble",5.14566247933308,988
"Cool Old Guy","wound",5.14566247933308,988
"Cool Old Guy","deep",5.14566247933308,988
"Cool Old Guy","isolated",5.14566247933308,988
"Cool Old Guy","relief",5.14566247933308,988
"Cool Old Guy","fact",5.14566247933308,988
"Cool Old Guy","dire",5.14566247933308,988
"Draconic Humanoid","grow",5.14562297621874,32
"Regenerating Mana","grow",5.14562297621874,32
"Affably Evil","generation",5.14559301180918,593
"Retirony","anything",5.14550036565334,43
"Cloudcuckoolander's Minder","try",5.14550036565334,43
"Authority Equals Asskicking","learn",5.14523833637243,36
"Actor Allusion","learn",5.14523833637243,36
"She's Not My Girlfriend","count",5.14519997370221,161
"He Was Right There All Along","retribution",5.14519997370221,161
"Hat of Authority","some",5.14481173482124,56
"Famous Ancestor","free",5.14465848258326,79
"Never Be Hurt Again","ever",5.14453303372875,20
"The Lost Lenore","hello",5.14448924517219,483
"Gunship Rescue","we",5.14419674634706,42
"Time Abyss","presence",5.14408500892073,48
"You Have to Believe Me!","until",5.14392449336651,38
"Cruel to Be Kind","until",5.14392449336651,38
"Lost in Translation","until",5.14392449336651,38
"Just a Kid","until",5.14392449336651,38
"No Sense of Personal Space","send",5.14392449336651,38
"Giant's Knife; Human's Greatsword","such",5.14382841672479,39
"Work Hard, Play Hard","such",5.14382841672479,39
"Sugar-and-Ice Personality","permit",5.14332404453437,126
"Sacrificial Lamb","road",5.14332404453437,126
"Big Sister Instinct","weird",5.14308296084008,74
"Big Sister Instinct","knot",5.14308296084008,74
"Timed Mission","finite",5.14308296084008,74
"Dreaming of Things to Come","else.",5.14299427076069,184
"The Paladin","supply",5.14297865192198,270
"Laughing Mad","I",5.14260616188398,140
"Expecting Someone Taller","hope",5.14254202742703,31
"Van Helsing Hate Crimes","hope",5.14254202742703,31
"Physical Goddess","hope",5.14254202742703,31
"Sophisticated as Hell","woman",5.14200182347774,95
"Evil Laugh","hearted",5.14193216719579,320
"Evil Laugh","swing",5.14193216719579,320
"Evil Laugh","shoulder",5.14193216719579,320
"Evil Laugh","axe",5.14193216719579,320
"Evil Laugh","saunter",5.14193216719579,320
"Evil Laugh","satisfied",5.14193216719579,320
"Evil Laugh","dance",5.14193216719579,320
"Evil Laugh","catalyst",5.14193216719579,320
"Evil Laugh","press",5.14193216719579,320
"Villain's Dying Grace","prosper",5.14178101329712,72
